June 15, 2015   15:19:12
Bulk Electrolysis with Coulometry
File: electrolysis
Data Source:  Experiment
Instrument Model:  CHI601C
Header: 
Note: 

Init E (V) = -1.7
End Current Ratio (%) = 0
Data Storage Interval (s) = 1

Time/sec, Charge/C, Current/A

1.000, 1.060e-2, 1.060e-2
2.000, 1.998e-2, 9.381e-3
3.000, 2.914e-2, 9.159e-3
4.000, 3.816e-2, 9.018e-3
5.000, 4.713e-2, 8.978e-3
6.000, 5.608e-2, 8.943e-3
7.000, 6.497e-2, 8.893e-3
8.000, 7.385e-2, 8.877e-3
9.000, 8.269e-2, 8.847e-3
10.000, 9.154e-2, 8.843e-3
11.000, 1.004e-1, 8.821e-3
12.000, 1.092e-1, 8.829e-3
13.000, 1.180e-1, 8.853e-3
14.000, 1.269e-1, 8.819e-3
15.000, 1.357e-1, 8.829e-3
16.000, 1.446e-1, 8.863e-3
17.000, 1.534e-1, 8.858e-3
18.000, 1.623e-1, 8.851e-3
19.000, 1.711e-1, 8.839e-3
20.000, 1.799e-1, 8.835e-3
21.000, 1.888e-1, 8.829e-3
22.000, 1.976e-1, 8.840e-3
23.000, 2.064e-1, 8.821e-3
24.000, 2.153e-1, 8.839e-3
25.000, 2.241e-1, 8.844e-3
26.000, 2.329e-1, 8.801e-3
27.000, 2.417e-1, 8.831e-3
28.000, 2.506e-1, 8.835e-3
29.000, 2.594e-1, 8.827e-3
30.000, 2.682e-1, 8.838e-3
31.000, 2.771e-1, 8.823e-3
32.000, 2.859e-1, 8.807e-3
33.000, 2.947e-1, 8.828e-3
34.000, 3.035e-1, 8.822e-3
35.000, 3.123e-1, 8.810e-3
36.000, 3.211e-1, 8.818e-3
37.000, 3.300e-1, 8.815e-3
38.000, 3.388e-1, 8.815e-3
39.000, 3.476e-1, 8.810e-3
40.000, 3.564e-1, 8.808e-3
41.000, 3.652e-1, 8.817e-3
42.000, 3.740e-1, 8.811e-3
43.000, 3.828e-1, 8.780e-3
44.000, 3.916e-1, 8.812e-3
45.000, 4.004e-1, 8.798e-3
46.000, 4.092e-1, 8.802e-3
47.000, 4.180e-1, 8.806e-3
48.000, 4.268e-1, 8.787e-3
49.000, 4.356e-1, 8.797e-3
50.000, 4.444e-1, 8.814e-3
51.000, 4.532e-1, 8.790e-3
52.000, 4.620e-1, 8.782e-3
53.000, 4.708e-1, 8.800e-3
54.000, 4.796e-1, 8.791e-3
55.000, 4.884e-1, 8.795e-3
56.000, 4.972e-1, 8.796e-3
57.000, 5.060e-1, 8.782e-3
58.000, 5.147e-1, 8.782e-3
59.000, 5.235e-1, 8.794e-3
60.000, 5.323e-1, 8.790e-3
61.000, 5.411e-1, 8.784e-3
62.000, 5.499e-1, 8.760e-3
63.000, 5.586e-1, 8.780e-3
64.000, 5.674e-1, 8.789e-3
65.000, 5.762e-1, 8.782e-3
66.000, 5.850e-1, 8.785e-3
67.000, 5.938e-1, 8.776e-3
68.000, 6.026e-1, 8.778e-3
69.000, 6.113e-1, 8.765e-3
70.000, 6.201e-1, 8.768e-3
71.000, 6.289e-1, 8.780e-3
72.000, 6.377e-1, 8.794e-3
73.000, 6.464e-1, 8.761e-3
74.000, 6.552e-1, 8.781e-3
75.000, 6.640e-1, 8.780e-3
76.000, 6.728e-1, 8.788e-3
77.000, 6.815e-1, 8.774e-3
78.000, 6.903e-1, 8.783e-3
79.000, 6.991e-1, 8.769e-3
80.000, 7.079e-1, 8.784e-3
81.000, 7.167e-1, 8.769e-3
82.000, 7.254e-1, 8.773e-3
83.000, 7.342e-1, 8.790e-3
84.000, 7.430e-1, 8.776e-3
85.000, 7.518e-1, 8.792e-3
86.000, 7.606e-1, 8.794e-3
87.000, 7.694e-1, 8.780e-3
88.000, 7.781e-1, 8.782e-3
89.000, 7.869e-1, 8.777e-3
90.000, 7.957e-1, 8.786e-3
91.000, 8.045e-1, 8.789e-3
92.000, 8.133e-1, 8.786e-3
93.000, 8.221e-1, 8.793e-3
94.000, 8.308e-1, 8.779e-3
95.000, 8.396e-1, 8.790e-3
96.000, 8.484e-1, 8.799e-3
97.000, 8.572e-1, 8.779e-3
98.000, 8.660e-1, 8.791e-3
99.000, 8.748e-1, 8.775e-3
100.000, 8.836e-1, 8.778e-3
101.000, 8.923e-1, 8.771e-3
102.000, 9.011e-1, 8.786e-3
103.000, 9.099e-1, 8.782e-3
104.000, 9.187e-1, 8.763e-3
105.000, 9.274e-1, 8.777e-3
106.000, 9.362e-1, 8.773e-3
107.000, 9.450e-1, 8.779e-3
108.000, 9.538e-1, 8.779e-3
109.000, 9.626e-1, 8.781e-3
110.000, 9.713e-1, 8.790e-3
111.000, 9.801e-1, 8.766e-3
112.000, 9.889e-1, 8.772e-3
113.000, 9.976e-1, 8.762e-3
114.000, 1.006e+0, 8.778e-3
115.000, 1.015e+0, 8.795e-3
116.000, 1.024e+0, 8.791e-3
117.000, 1.033e+0, 8.778e-3
118.000, 1.042e+0, 8.774e-3
119.000, 1.050e+0, 8.778e-3
120.000, 1.059e+0, 8.772e-3
121.000, 1.068e+0, 8.785e-3
122.000, 1.077e+0, 8.782e-3
123.000, 1.085e+0, 8.776e-3
124.000, 1.094e+0, 8.783e-3
125.000, 1.103e+0, 8.789e-3
126.000, 1.112e+0, 8.790e-3
127.000, 1.121e+0, 8.774e-3
128.000, 1.129e+0, 8.773e-3
129.000, 1.138e+0, 8.785e-3
130.000, 1.147e+0, 8.759e-3
131.000, 1.156e+0, 8.784e-3
132.000, 1.164e+0, 8.776e-3
133.000, 1.173e+0, 8.774e-3
134.000, 1.182e+0, 8.782e-3
135.000, 1.191e+0, 8.780e-3
136.000, 1.200e+0, 8.774e-3
137.000, 1.208e+0, 8.781e-3
138.000, 1.217e+0, 8.781e-3
139.000, 1.226e+0, 8.767e-3
140.000, 1.235e+0, 8.767e-3
141.000, 1.243e+0, 8.778e-3
142.000, 1.252e+0, 8.784e-3
143.000, 1.261e+0, 8.778e-3
144.000, 1.270e+0, 8.772e-3
145.000, 1.279e+0, 8.775e-3
146.000, 1.287e+0, 8.764e-3
147.000, 1.296e+0, 8.776e-3
148.000, 1.305e+0, 8.775e-3
149.000, 1.314e+0, 8.768e-3
150.000, 1.322e+0, 8.776e-3
151.000, 1.331e+0, 8.789e-3
152.000, 1.340e+0, 8.773e-3
153.000, 1.349e+0, 8.776e-3
154.000, 1.358e+0, 8.774e-3
155.000, 1.366e+0, 8.769e-3
156.000, 1.375e+0, 8.770e-3
157.000, 1.384e+0, 8.773e-3
158.000, 1.393e+0, 8.765e-3
159.000, 1.401e+0, 8.775e-3
160.000, 1.410e+0, 8.778e-3
161.000, 1.419e+0, 8.768e-3
162.000, 1.428e+0, 8.774e-3
163.000, 1.436e+0, 8.772e-3
164.000, 1.445e+0, 8.762e-3
165.000, 1.454e+0, 8.772e-3
166.000, 1.463e+0, 8.770e-3
167.000, 1.472e+0, 8.774e-3
168.000, 1.480e+0, 8.776e-3
169.000, 1.489e+0, 8.779e-3
170.000, 1.498e+0, 8.775e-3
171.000, 1.507e+0, 8.782e-3
172.000, 1.515e+0, 8.780e-3
173.000, 1.524e+0, 8.768e-3
174.000, 1.533e+0, 8.774e-3
175.000, 1.542e+0, 8.765e-3
176.000, 1.551e+0, 8.783e-3
177.000, 1.559e+0, 8.760e-3
178.000, 1.568e+0, 8.771e-3
179.000, 1.577e+0, 8.763e-3
180.000, 1.586e+0, 8.768e-3
181.000, 1.594e+0, 8.782e-3
182.000, 1.603e+0, 8.771e-3
183.000, 1.612e+0, 8.767e-3
184.000, 1.621e+0, 8.767e-3
185.000, 1.629e+0, 8.773e-3
186.000, 1.638e+0, 8.773e-3
187.000, 1.647e+0, 8.762e-3
188.000, 1.656e+0, 8.765e-3
189.000, 1.665e+0, 8.752e-3
190.000, 1.673e+0, 8.765e-3
191.000, 1.682e+0, 8.763e-3
192.000, 1.691e+0, 8.766e-3
193.000, 1.700e+0, 8.764e-3
194.000, 1.708e+0, 8.773e-3
195.000, 1.717e+0, 8.770e-3
196.000, 1.726e+0, 8.765e-3
197.000, 1.735e+0, 8.765e-3
198.000, 1.743e+0, 8.752e-3
199.000, 1.752e+0, 8.761e-3
200.000, 1.761e+0, 8.765e-3
201.000, 1.770e+0, 8.783e-3
202.000, 1.778e+0, 8.775e-3
203.000, 1.787e+0, 8.774e-3
204.000, 1.796e+0, 8.748e-3
205.000, 1.805e+0, 8.767e-3
206.000, 1.814e+0, 8.771e-3
207.000, 1.822e+0, 8.776e-3
208.000, 1.831e+0, 8.761e-3
209.000, 1.840e+0, 8.757e-3
210.000, 1.849e+0, 8.761e-3
211.000, 1.857e+0, 8.747e-3
212.000, 1.866e+0, 8.751e-3
213.000, 1.875e+0, 8.770e-3
214.000, 1.884e+0, 8.758e-3
215.000, 1.892e+0, 8.746e-3
216.000, 1.901e+0, 8.762e-3
217.000, 1.910e+0, 8.782e-3
218.000, 1.919e+0, 8.762e-3
219.000, 1.927e+0, 8.791e-3
220.000, 1.936e+0, 8.769e-3
221.000, 1.945e+0, 8.775e-3
222.000, 1.954e+0, 8.767e-3
223.000, 1.963e+0, 8.767e-3
224.000, 1.971e+0, 8.745e-3
225.000, 1.980e+0, 8.756e-3
226.000, 1.989e+0, 8.773e-3
227.000, 1.998e+0, 8.758e-3
228.000, 2.006e+0, 8.771e-3
229.000, 2.015e+0, 8.763e-3
230.000, 2.024e+0, 8.745e-3
231.000, 2.033e+0, 8.766e-3
232.000, 2.041e+0, 8.756e-3
233.000, 2.050e+0, 8.768e-3
234.000, 2.059e+0, 8.759e-3
235.000, 2.068e+0, 8.765e-3
236.000, 2.076e+0, 8.785e-3
237.000, 2.085e+0, 8.765e-3
238.000, 2.094e+0, 8.751e-3
239.000, 2.103e+0, 8.791e-3
240.000, 2.112e+0, 8.760e-3
241.000, 2.120e+0, 8.772e-3
242.000, 2.129e+0, 8.772e-3
243.000, 2.138e+0, 8.764e-3
244.000, 2.147e+0, 8.787e-3
245.000, 2.155e+0, 8.786e-3
246.000, 2.164e+0, 8.755e-3
247.000, 2.173e+0, 8.775e-3
248.000, 2.182e+0, 8.779e-3
249.000, 2.190e+0, 8.761e-3
250.000, 2.199e+0, 8.766e-3
251.000, 2.208e+0, 8.753e-3
252.000, 2.217e+0, 8.766e-3
253.000, 2.226e+0, 8.760e-3
254.000, 2.234e+0, 8.760e-3
255.000, 2.243e+0, 8.762e-3
256.000, 2.252e+0, 8.775e-3
257.000, 2.261e+0, 8.763e-3
258.000, 2.269e+0, 8.756e-3
259.000, 2.278e+0, 8.764e-3
260.000, 2.287e+0, 8.776e-3
261.000, 2.296e+0, 8.763e-3
262.000, 2.304e+0, 8.772e-3
263.000, 2.313e+0, 8.758e-3
264.000, 2.322e+0, 8.756e-3
265.000, 2.331e+0, 8.775e-3
266.000, 2.339e+0, 8.759e-3
267.000, 2.348e+0, 8.763e-3
268.000, 2.357e+0, 8.763e-3
269.000, 2.366e+0, 8.750e-3
270.000, 2.374e+0, 8.752e-3
271.000, 2.383e+0, 8.754e-3
272.000, 2.392e+0, 8.753e-3
273.000, 2.401e+0, 8.762e-3
274.000, 2.409e+0, 8.760e-3
275.000, 2.418e+0, 8.776e-3
276.000, 2.427e+0, 8.759e-3
277.000, 2.436e+0, 8.750e-3
278.000, 2.445e+0, 8.754e-3
279.000, 2.453e+0, 8.743e-3
280.000, 2.462e+0, 8.750e-3
281.000, 2.471e+0, 8.773e-3
282.000, 2.480e+0, 8.758e-3
283.000, 2.488e+0, 8.761e-3
284.000, 2.497e+0, 8.750e-3
285.000, 2.506e+0, 8.750e-3
286.000, 2.515e+0, 8.750e-3
287.000, 2.523e+0, 8.765e-3
288.000, 2.532e+0, 8.761e-3
289.000, 2.541e+0, 8.763e-3
290.000, 2.550e+0, 8.767e-3
291.000, 2.558e+0, 8.760e-3
292.000, 2.567e+0, 8.743e-3
293.000, 2.576e+0, 8.760e-3
294.000, 2.585e+0, 8.769e-3
295.000, 2.593e+0, 8.764e-3
296.000, 2.602e+0, 8.755e-3
297.000, 2.611e+0, 8.761e-3
298.000, 2.620e+0, 8.742e-3
299.000, 2.628e+0, 8.765e-3
300.000, 2.637e+0, 8.760e-3
301.000, 2.646e+0, 8.748e-3
302.000, 2.655e+0, 8.757e-3
303.000, 2.663e+0, 8.763e-3
304.000, 2.672e+0, 8.760e-3
305.000, 2.681e+0, 8.755e-3
306.000, 2.690e+0, 8.767e-3
307.000, 2.699e+0, 8.767e-3
308.000, 2.707e+0, 8.763e-3
309.000, 2.716e+0, 8.760e-3
310.000, 2.725e+0, 8.769e-3
311.000, 2.734e+0, 8.758e-3
312.000, 2.742e+0, 8.757e-3
313.000, 2.751e+0, 8.761e-3
314.000, 2.760e+0, 8.767e-3
315.000, 2.769e+0, 8.768e-3
316.000, 2.777e+0, 8.757e-3
317.000, 2.786e+0, 8.754e-3
318.000, 2.795e+0, 8.763e-3
319.000, 2.804e+0, 8.766e-3
320.000, 2.812e+0, 8.767e-3
321.000, 2.821e+0, 8.741e-3
322.000, 2.830e+0, 8.758e-3
323.000, 2.839e+0, 8.773e-3
324.000, 2.847e+0, 8.763e-3
325.000, 2.856e+0, 8.762e-3
326.000, 2.865e+0, 8.752e-3
327.000, 2.874e+0, 8.773e-3
328.000, 2.883e+0, 8.750e-3
329.000, 2.891e+0, 8.760e-3
330.000, 2.900e+0, 8.766e-3
331.000, 2.909e+0, 8.758e-3
332.000, 2.918e+0, 8.766e-3
333.000, 2.926e+0, 8.759e-3
334.000, 2.935e+0, 8.751e-3
335.000, 2.944e+0, 8.776e-3
336.000, 2.953e+0, 8.753e-3
337.000, 2.961e+0, 8.764e-3
338.000, 2.970e+0, 8.753e-3
339.000, 2.979e+0, 8.746e-3
340.000, 2.988e+0, 8.745e-3
341.000, 2.996e+0, 8.764e-3
342.000, 3.005e+0, 8.756e-3
343.000, 3.014e+0, 8.770e-3
344.000, 3.023e+0, 8.755e-3
345.000, 3.031e+0, 8.759e-3
346.000, 3.040e+0, 8.764e-3
347.000, 3.049e+0, 8.762e-3
348.000, 3.058e+0, 8.761e-3
349.000, 3.066e+0, 8.761e-3
350.000, 3.075e+0, 8.751e-3
351.000, 3.084e+0, 8.768e-3
352.000, 3.093e+0, 8.763e-3
353.000, 3.102e+0, 8.763e-3
354.000, 3.110e+0, 8.754e-3
355.000, 3.119e+0, 8.772e-3
356.000, 3.128e+0, 8.757e-3
357.000, 3.137e+0, 8.748e-3
358.000, 3.145e+0, 8.757e-3
359.000, 3.154e+0, 8.763e-3
360.000, 3.163e+0, 8.772e-3
361.000, 3.172e+0, 8.756e-3
362.000, 3.180e+0, 8.748e-3
363.000, 3.189e+0, 8.751e-3
364.000, 3.198e+0, 8.757e-3
365.000, 3.207e+0, 8.770e-3
366.000, 3.215e+0, 8.769e-3
367.000, 3.224e+0, 8.753e-3
368.000, 3.233e+0, 8.753e-3
369.000, 3.242e+0, 8.758e-3
370.000, 3.250e+0, 8.747e-3
371.000, 3.259e+0, 8.758e-3
372.000, 3.268e+0, 8.767e-3
373.000, 3.277e+0, 8.751e-3
374.000, 3.285e+0, 8.747e-3
375.000, 3.294e+0, 8.746e-3
376.000, 3.303e+0, 8.728e-3
377.000, 3.312e+0, 8.766e-3
378.000, 3.320e+0, 8.754e-3
379.000, 3.329e+0, 8.755e-3
380.000, 3.338e+0, 8.743e-3
381.000, 3.347e+0, 8.754e-3
382.000, 3.355e+0, 8.747e-3
383.000, 3.364e+0, 8.737e-3
384.000, 3.373e+0, 8.765e-3
385.000, 3.382e+0, 8.762e-3
386.000, 3.390e+0, 8.762e-3
387.000, 3.399e+0, 8.756e-3
388.000, 3.408e+0, 8.751e-3
389.000, 3.417e+0, 8.751e-3
390.000, 3.425e+0, 8.739e-3
391.000, 3.434e+0, 8.752e-3
392.000, 3.443e+0, 8.756e-3
393.000, 3.452e+0, 8.745e-3
394.000, 3.460e+0, 8.761e-3
395.000, 3.469e+0, 8.748e-3
396.000, 3.478e+0, 8.759e-3
397.000, 3.487e+0, 8.742e-3
398.000, 3.495e+0, 8.757e-3
399.000, 3.504e+0, 8.748e-3
400.000, 3.513e+0, 8.760e-3
401.000, 3.522e+0, 8.754e-3
402.000, 3.530e+0, 8.748e-3
403.000, 3.539e+0, 8.755e-3
404.000, 3.548e+0, 8.750e-3
405.000, 3.557e+0, 8.742e-3
406.000, 3.565e+0, 8.756e-3
407.000, 3.574e+0, 8.754e-3
408.000, 3.583e+0, 8.758e-3
409.000, 3.592e+0, 8.760e-3
410.000, 3.600e+0, 8.759e-3
411.000, 3.609e+0, 8.740e-3
412.000, 3.618e+0, 8.751e-3
413.000, 3.627e+0, 8.765e-3
414.000, 3.635e+0, 8.742e-3
415.000, 3.644e+0, 8.746e-3
416.000, 3.653e+0, 8.762e-3
417.000, 3.662e+0, 8.740e-3
418.000, 3.670e+0, 8.741e-3
419.000, 3.679e+0, 8.731e-3
420.000, 3.688e+0, 8.758e-3
421.000, 3.697e+0, 8.765e-3
422.000, 3.705e+0, 8.751e-3
423.000, 3.714e+0, 8.752e-3
424.000, 3.723e+0, 8.758e-3
425.000, 3.732e+0, 8.745e-3
426.000, 3.740e+0, 8.758e-3
427.000, 3.749e+0, 8.762e-3
428.000, 3.758e+0, 8.740e-3
429.000, 3.767e+0, 8.762e-3
430.000, 3.776e+0, 8.758e-3
431.000, 3.784e+0, 8.745e-3
432.000, 3.793e+0, 8.743e-3
433.000, 3.802e+0, 8.746e-3
434.000, 3.811e+0, 8.752e-3
435.000, 3.819e+0, 8.745e-3
436.000, 3.828e+0, 8.739e-3
437.000, 3.837e+0, 8.745e-3
438.000, 3.845e+0, 8.755e-3
439.000, 3.854e+0, 8.754e-3
440.000, 3.863e+0, 8.745e-3
441.000, 3.872e+0, 8.744e-3
442.000, 3.880e+0, 8.742e-3
443.000, 3.889e+0, 8.743e-3
444.000, 3.898e+0, 8.741e-3
445.000, 3.907e+0, 8.748e-3
446.000, 3.915e+0, 8.742e-3
447.000, 3.924e+0, 8.754e-3
448.000, 3.933e+0, 8.751e-3
449.000, 3.942e+0, 8.759e-3
450.000, 3.950e+0, 8.758e-3
451.000, 3.959e+0, 8.746e-3
452.000, 3.968e+0, 8.741e-3
453.000, 3.977e+0, 8.750e-3
454.000, 3.985e+0, 8.748e-3
455.000, 3.994e+0, 8.758e-3
456.000, 4.003e+0, 8.744e-3
457.000, 4.012e+0, 8.744e-3
458.000, 4.020e+0, 8.757e-3
459.000, 4.029e+0, 8.755e-3
460.000, 4.038e+0, 8.754e-3
461.000, 4.047e+0, 8.746e-3
462.000, 4.055e+0, 8.733e-3
463.000, 4.064e+0, 8.754e-3
464.000, 4.073e+0, 8.739e-3
465.000, 4.082e+0, 8.742e-3
466.000, 4.090e+0, 8.731e-3
467.000, 4.099e+0, 8.758e-3
468.000, 4.108e+0, 8.750e-3
469.000, 4.117e+0, 8.757e-3
470.000, 4.125e+0, 8.753e-3
471.000, 4.134e+0, 8.757e-3
472.000, 4.143e+0, 8.779e-3
473.000, 4.152e+0, 8.750e-3
474.000, 4.160e+0, 8.749e-3
475.000, 4.169e+0, 8.741e-3
476.000, 4.178e+0, 8.733e-3
477.000, 4.187e+0, 8.721e-3
478.000, 4.195e+0, 8.768e-3
479.000, 4.204e+0, 8.733e-3
480.000, 4.213e+0, 8.735e-3
481.000, 4.222e+0, 8.729e-3
482.000, 4.230e+0, 8.749e-3
483.000, 4.239e+0, 8.749e-3
484.000, 4.248e+0, 8.754e-3
485.000, 4.257e+0, 8.770e-3
486.000, 4.265e+0, 8.747e-3
487.000, 4.274e+0, 8.738e-3
488.000, 4.283e+0, 8.726e-3
489.000, 4.292e+0, 8.749e-3
490.000, 4.300e+0, 8.742e-3
491.000, 4.309e+0, 8.729e-3
492.000, 4.318e+0, 8.758e-3
493.000, 4.327e+0, 8.745e-3
494.000, 4.335e+0, 8.739e-3
495.000, 4.344e+0, 8.736e-3
496.000, 4.353e+0, 8.740e-3
497.000, 4.362e+0, 8.738e-3
498.000, 4.370e+0, 8.728e-3
499.000, 4.379e+0, 8.739e-3
500.000, 4.388e+0, 8.729e-3
501.000, 4.396e+0, 8.757e-3
502.000, 4.405e+0, 8.748e-3
503.000, 4.414e+0, 8.738e-3
504.000, 4.423e+0, 8.739e-3
505.000, 4.431e+0, 8.741e-3
506.000, 4.440e+0, 8.726e-3
507.000, 4.449e+0, 8.745e-3
508.000, 4.458e+0, 8.751e-3
509.000, 4.466e+0, 8.748e-3
510.000, 4.475e+0, 8.721e-3
511.000, 4.484e+0, 8.759e-3
512.000, 4.493e+0, 8.756e-3
513.000, 4.501e+0, 8.756e-3
514.000, 4.510e+0, 8.752e-3
515.000, 4.519e+0, 8.755e-3
516.000, 4.528e+0, 8.758e-3
517.000, 4.536e+0, 8.743e-3
518.000, 4.545e+0, 8.752e-3
519.000, 4.554e+0, 8.745e-3
520.000, 4.563e+0, 8.730e-3
521.000, 4.571e+0, 8.735e-3
522.000, 4.580e+0, 8.741e-3
523.000, 4.589e+0, 8.754e-3
524.000, 4.598e+0, 8.769e-3
525.000, 4.606e+0, 8.735e-3
526.000, 4.615e+0, 8.744e-3
527.000, 4.624e+0, 8.741e-3
528.000, 4.633e+0, 8.733e-3
529.000, 4.641e+0, 8.768e-3
530.000, 4.650e+0, 8.742e-3
531.000, 4.659e+0, 8.742e-3
532.000, 4.668e+0, 8.743e-3
533.000, 4.676e+0, 8.741e-3
534.000, 4.685e+0, 8.742e-3
535.000, 4.694e+0, 8.750e-3
536.000, 4.703e+0, 8.754e-3
537.000, 4.711e+0, 8.732e-3
538.000, 4.720e+0, 8.748e-3
539.000, 4.729e+0, 8.745e-3
540.000, 4.738e+0, 8.761e-3
541.000, 4.746e+0, 8.759e-3
542.000, 4.755e+0, 8.752e-3
543.000, 4.764e+0, 8.739e-3
544.000, 4.773e+0, 8.757e-3
545.000, 4.781e+0, 8.739e-3
546.000, 4.790e+0, 8.730e-3
547.000, 4.799e+0, 8.737e-3
548.000, 4.808e+0, 8.740e-3
549.000, 4.816e+0, 8.747e-3
550.000, 4.825e+0, 8.736e-3
551.000, 4.834e+0, 8.757e-3
552.000, 4.843e+0, 8.742e-3
553.000, 4.851e+0, 8.735e-3
554.000, 4.860e+0, 8.735e-3
555.000, 4.869e+0, 8.746e-3
556.000, 4.877e+0, 8.738e-3
557.000, 4.886e+0, 8.742e-3
558.000, 4.895e+0, 8.746e-3
559.000, 4.904e+0, 8.750e-3
560.000, 4.912e+0, 8.751e-3
561.000, 4.921e+0, 8.734e-3
562.000, 4.930e+0, 8.732e-3
563.000, 4.939e+0, 8.748e-3
564.000, 4.947e+0, 8.750e-3
565.000, 4.956e+0, 8.752e-3
566.000, 4.965e+0, 8.745e-3
567.000, 4.974e+0, 8.750e-3
568.000, 4.982e+0, 8.744e-3
569.000, 4.991e+0, 8.744e-3
570.000, 5.000e+0, 8.746e-3
571.000, 5.009e+0, 8.744e-3
572.000, 5.017e+0, 8.732e-3
573.000, 5.026e+0, 8.733e-3
574.000, 5.035e+0, 8.740e-3
575.000, 5.044e+0, 8.757e-3
576.000, 5.052e+0, 8.741e-3
577.000, 5.061e+0, 8.739e-3
578.000, 5.070e+0, 8.744e-3
579.000, 5.079e+0, 8.750e-3
580.000, 5.087e+0, 8.753e-3
581.000, 5.096e+0, 8.757e-3
582.000, 5.105e+0, 8.750e-3
583.000, 5.114e+0, 8.737e-3
584.000, 5.122e+0, 8.735e-3
585.000, 5.131e+0, 8.744e-3
586.000, 5.140e+0, 8.739e-3
587.000, 5.149e+0, 8.750e-3
588.000, 5.157e+0, 8.734e-3
589.000, 5.166e+0, 8.734e-3
590.000, 5.175e+0, 8.741e-3
591.000, 5.183e+0, 8.721e-3
592.000, 5.192e+0, 8.745e-3
593.000, 5.201e+0, 8.738e-3
594.000, 5.210e+0, 8.723e-3
595.000, 5.218e+0, 8.744e-3
596.000, 5.227e+0, 8.758e-3
597.000, 5.236e+0, 8.738e-3
598.000, 5.245e+0, 8.743e-3
599.000, 5.253e+0, 8.744e-3
600.000, 5.262e+0, 8.764e-3
601.000, 5.271e+0, 8.737e-3
602.000, 5.280e+0, 8.740e-3
603.000, 5.288e+0, 8.742e-3
604.000, 5.297e+0, 8.758e-3
605.000, 5.306e+0, 8.737e-3
606.000, 5.315e+0, 8.742e-3
607.000, 5.323e+0, 8.730e-3
608.000, 5.332e+0, 8.746e-3
609.000, 5.341e+0, 8.754e-3
610.000, 5.350e+0, 8.742e-3
611.000, 5.358e+0, 8.734e-3
612.000, 5.367e+0, 8.742e-3
613.000, 5.376e+0, 8.741e-3
614.000, 5.385e+0, 8.738e-3
615.000, 5.393e+0, 8.732e-3
616.000, 5.402e+0, 8.731e-3
617.000, 5.411e+0, 8.747e-3
618.000, 5.419e+0, 8.718e-3
619.000, 5.428e+0, 8.719e-3
620.000, 5.437e+0, 8.745e-3
621.000, 5.446e+0, 8.750e-3
622.000, 5.454e+0, 8.732e-3
623.000, 5.463e+0, 8.751e-3
624.000, 5.472e+0, 8.731e-3
625.000, 5.481e+0, 8.731e-3
626.000, 5.489e+0, 8.732e-3
627.000, 5.498e+0, 8.742e-3
628.000, 5.507e+0, 8.736e-3
629.000, 5.516e+0, 8.721e-3
630.000, 5.524e+0, 8.722e-3
631.000, 5.533e+0, 8.725e-3
632.000, 5.542e+0, 8.751e-3
633.000, 5.550e+0, 8.729e-3
634.000, 5.559e+0, 8.717e-3
635.000, 5.568e+0, 8.733e-3
636.000, 5.577e+0, 8.727e-3
637.000, 5.585e+0, 8.745e-3
638.000, 5.594e+0, 8.714e-3
639.000, 5.603e+0, 8.736e-3
640.000, 5.612e+0, 8.733e-3
641.000, 5.620e+0, 8.730e-3
642.000, 5.629e+0, 8.738e-3
643.000, 5.638e+0, 8.731e-3
644.000, 5.647e+0, 8.745e-3
645.000, 5.655e+0, 8.738e-3
646.000, 5.664e+0, 8.736e-3
647.000, 5.673e+0, 8.723e-3
648.000, 5.681e+0, 8.729e-3
649.000, 5.690e+0, 8.726e-3
650.000, 5.699e+0, 8.733e-3
651.000, 5.708e+0, 8.742e-3
652.000, 5.716e+0, 8.734e-3
653.000, 5.725e+0, 8.725e-3
654.000, 5.734e+0, 8.717e-3
655.000, 5.743e+0, 8.742e-3
656.000, 5.751e+0, 8.743e-3
657.000, 5.760e+0, 8.731e-3
658.000, 5.769e+0, 8.726e-3
659.000, 5.777e+0, 8.712e-3
660.000, 5.786e+0, 8.743e-3
661.000, 5.795e+0, 8.717e-3
662.000, 5.804e+0, 8.745e-3
663.000, 5.812e+0, 8.740e-3
664.000, 5.821e+0, 8.746e-3
665.000, 5.830e+0, 8.727e-3
666.000, 5.839e+0, 8.742e-3
667.000, 5.847e+0, 8.723e-3
668.000, 5.856e+0, 8.723e-3
669.000, 5.865e+0, 8.734e-3
670.000, 5.874e+0, 8.725e-3
671.000, 5.882e+0, 8.748e-3
672.000, 5.891e+0, 8.733e-3
673.000, 5.900e+0, 8.734e-3
674.000, 5.909e+0, 8.724e-3
675.000, 5.917e+0, 8.735e-3
676.000, 5.926e+0, 8.750e-3
677.000, 5.935e+0, 8.731e-3
678.000, 5.943e+0, 8.747e-3
679.000, 5.952e+0, 8.733e-3
680.000, 5.961e+0, 8.734e-3
681.000, 5.970e+0, 8.723e-3
682.000, 5.978e+0, 8.728e-3
683.000, 5.987e+0, 8.734e-3
684.000, 5.996e+0, 8.746e-3
685.000, 6.005e+0, 8.737e-3
686.000, 6.013e+0, 8.743e-3
687.000, 6.022e+0, 8.723e-3
688.000, 6.031e+0, 8.743e-3
689.000, 6.040e+0, 8.744e-3
690.000, 6.048e+0, 8.740e-3
691.000, 6.057e+0, 8.739e-3
692.000, 6.066e+0, 8.741e-3
693.000, 6.075e+0, 8.740e-3
